transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status,rag_text,year,month,week,weekday,hour,is_refund,is_failed
JO-2504-8618-83513,Z Mall,Z Mall Al Jubeiha,2025-02-15 12:24:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-8618-83513 at Z Mall (Z Mall Al Jubeiha) on 15/02/2025 12:24 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,2,7,Saturday,12,False,False
JO-2504-3937-82590,C Mall,C Mall Irbid,2025-02-15 12:17:00,1.04,14.06,Sale,Completed,Transaction ID JO-2504-3937-82590 at C Mall (C Mall Irbid) on 15/02/2025 12:17 was a Sale of 14.06 JOD with 1.04 JOD tax. Status: Completed.,2025,2,7,Saturday,12,False,False
JO-2504-6437-23445,C Mall,C Mall Aqaba,2025-02-15 12:06:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-6437-23445 at C Mall (C Mall Aqaba) on 15/02/2025 12:06 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Saturday,12,False,False
JO-2504-6073-58323,Y Mall,Y Mall Tla'a Al-Ali,2025-02-15 11:55:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-6073-58323 at Y Mall (Y Mall Tla'a Al-Ali) on 15/02/2025 11:55 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-5112-21357,Y Mall,Y Mall Tla'a Al-Ali,2025-02-15 11:52:00,0.11,1.48,Sale,Completed,Transaction ID JO-2504-5112-21357 at Y Mall (Y Mall Tla'a Al-Ali) on 15/02/2025 11:52 was a Sale of 1.48 JOD with 0.11 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-1688-68563,C Mall,C Mall Aqaba,2025-02-15 11:51:00,0.82,11.06,Sale,Completed,Transaction ID JO-2504-1688-68563 at C Mall (C Mall Aqaba) on 15/02/2025 11:51 was a Sale of 11.06 JOD with 0.82 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-7292-13979,Y Mall,Y Mall Shmeisani,2025-02-15 11:43:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-7292-13979 at Y Mall (Y Mall Shmeisani) on 15/02/2025 11:43 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-8212-57252,Z Mall,Z Mall Gardens,2025-02-15 11:40:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8212-57252 at Z Mall (Z Mall Gardens) on 15/02/2025 11:40 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-5844-27764,C Mall,C Mall Amman,2025-02-15 11:39:00,2.2,29.78,Sale,Completed,Transaction ID JO-2504-5844-27764 at C Mall (C Mall Amman) on 15/02/2025 11:39 was a Sale of 29.78 JOD with 2.2 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-8737-35940,Y Mall,Y Mall Dabouq,2025-02-15 11:27:00,0.78,10.55,Sale,Completed,Transaction ID JO-2504-8737-35940 at Y Mall (Y Mall Dabouq) on 15/02/2025 11:27 was a Sale of 10.55 JOD with 0.78 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-3409-45333,Z Mall,Z Mall Gardens,2025-02-15 11:25:00,1.96,26.64,Sale,Completed,Transaction ID JO-2504-3409-45333 at Z Mall (Z Mall Gardens) on 15/02/2025 11:25 was a Sale of 26.64 JOD with 1.96 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-2599-57605,C Mall,C Mall Amman,2025-02-15 11:13:00,0.11,1.58,Sale,Completed,Transaction ID JO-2504-2599-57605 at C Mall (C Mall Amman) on 15/02/2025 11:13 was a Sale of 1.58 JOD with 0.11 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-7509-88148,Z Mall,Z Mall Al Bayader,2025-02-15 11:09:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-7509-88148 at Z Mall (Z Mall Al Bayader) on 15/02/2025 11:09 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-6977-65681,C Mall,C Mall Irbid,2025-02-15 11:07:00,0.48,6.57,Sale,Completed,Transaction ID JO-2504-6977-65681 at C Mall (C Mall Irbid) on 15/02/2025 11:07 was a Sale of 6.57 JOD with 0.48 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-4726-21747,C Mall,C Mall Amman,2025-02-15 11:00:00,0.41,5.45,Sale,Completed,Transaction ID JO-2504-4726-21747 at C Mall (C Mall Amman) on 15/02/2025 11:00 was a Sale of 5.45 JOD with 0.41 JOD tax. Status: Completed.,2025,2,7,Saturday,11,False,False
JO-2504-8393-77022,Z Mall,Z Mall Gardens,2025-02-15 10:59:00,0.74,9.93,Sale,Completed,Transaction ID JO-2504-8393-77022 at Z Mall (Z Mall Gardens) on 15/02/2025 10:59 was a Sale of 9.93 JOD with 0.74 JOD tax. Status: Completed.,2025,2,7,Saturday,10,False,False
JO-2504-9860-60498,Z Mall,Z Mall Al Bayader,2025-02-15 10:48:00,0.34,4.54,Sale,Completed,Transaction ID JO-2504-9860-60498 at Z Mall (Z Mall Al Bayader) on 15/02/2025 10:48 was a Sale of 4.54 JOD with 0.34 JOD tax. Status: Completed.,2025,2,7,Saturday,10,False,False
JO-2504-6156-59042,Z Mall,Z Mall Al Bayader,2025-02-15 10:06:00,0.28,3.8,Sale,Completed,Transaction ID JO-2504-6156-59042 at Z Mall (Z Mall Al Bayader) on 15/02/2025 10:06 was a Sale of 3.8 JOD with 0.28 JOD tax. Status: Completed.,2025,2,7,Saturday,10,False,False
JO-2504-7670-22827,C Mall,C Mall Aqaba,2025-02-14 20:16:00,1.2,16.32,Sale,Completed,Transaction ID JO-2504-7670-22827 at C Mall (C Mall Aqaba) on 14/02/2025 20:16 was a Sale of 16.32 JOD with 1.2 JOD tax. Status: Completed.,2025,2,7,Friday,20,False,False
JO-2504-6109-88674,Z Mall,Z Mall Al Jubeiha,2025-02-14 18:32:00,0.34,4.51,Sale,Completed,Transaction ID JO-2504-6109-88674 at Z Mall (Z Mall Al Jubeiha) on 14/02/2025 18:32 was a Sale of 4.51 JOD with 0.34 JOD tax. Status: Completed.,2025,2,7,Friday,18,False,False
JO-2504-5023-71335,C Mall,C Mall Irbid,2025-02-14 18:09:00,0.7,9.47,Sale,Completed,Transaction ID JO-2504-5023-71335 at C Mall (C Mall Irbid) on 14/02/2025 18:09 was a Sale of 9.47 JOD with 0.7 JOD tax. Status: Completed.,2025,2,7,Friday,18,False,False
JO-2504-8583-97759,Z Mall,Z Mall Gardens,2025-02-14 17:58:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-8583-97759 at Z Mall (Z Mall Gardens) on 14/02/2025 17:58 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-9561-75413,C Mall,C Mall Aqaba,2025-02-14 17:40:00,0.26,3.57,Sale,Completed,Transaction ID JO-2504-9561-75413 at C Mall (C Mall Aqaba) on 14/02/2025 17:40 was a Sale of 3.57 JOD with 0.26 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-3437-26157,C Mall,C Mall Irbid,2025-02-14 17:38:00,1.03,13.81,Sale,Completed,Transaction ID JO-2504-3437-26157 at C Mall (C Mall Irbid) on 14/02/2025 17:38 was a Sale of 13.81 JOD with 1.03 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-4109-40268,C Mall,C Mall Amman,2025-02-14 17:31:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-4109-40268 at C Mall (C Mall Amman) on 14/02/2025 17:31 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-4740-75621,C Mall,C Mall Irbid,2025-02-14 17:25:00,0.06,0.8,Sale,Completed,Transaction ID JO-2504-4740-75621 at C Mall (C Mall Irbid) on 14/02/2025 17:25 was a Sale of 0.8 JOD with 0.06 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-1017-89424,Y Mall,Y Mall Shmeisani,2025-02-14 17:14:00,0.43,5.83,Sale,Completed,Transaction ID JO-2504-1017-89424 at Y Mall (Y Mall Shmeisani) on 14/02/2025 17:14 was a Sale of 5.83 JOD with 0.43 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-1342-63314,C Mall,C Mall Amman,2025-02-14 17:13:00,0.65,8.79,Sale,Completed,Transaction ID JO-2504-1342-63314 at C Mall (C Mall Amman) on 14/02/2025 17:13 was a Sale of 8.79 JOD with 0.65 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-4860-47705,Z Mall,Z Mall Al Jubeiha,2025-02-14 17:12:00,0.27,3.68,Sale,Completed,Transaction ID JO-2504-4860-47705 at Z Mall (Z Mall Al Jubeiha) on 14/02/2025 17:12 was a Sale of 3.68 JOD with 0.27 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-6577-30703,Z Mall,Z Mall Gardens,2025-02-14 17:06:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-6577-30703 at Z Mall (Z Mall Gardens) on 14/02/2025 17:06 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-8144-77245,Z Mall,Z Mall Al Bayader,2025-02-14 17:06:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-8144-77245 at Z Mall (Z Mall Al Bayader) on 14/02/2025 17:06 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-4675-61460,Z Mall,Z Mall Al Jubeiha,2025-02-14 17:00:00,0.32,4.21,Sale,Completed,Transaction ID JO-2504-4675-61460 at Z Mall (Z Mall Al Jubeiha) on 14/02/2025 17:00 was a Sale of 4.21 JOD with 0.32 JOD tax. Status: Completed.,2025,2,7,Friday,17,False,False
JO-2504-5557-13588,C Mall,C Mall Irbid,2025-02-14 16:46:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-5557-13588 at C Mall (C Mall Irbid) on 14/02/2025 16:46 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,16,False,False
JO-2504-4359-41854,Y Mall,Y Mall Dabouq,2025-02-14 16:34:00,0.25,3.4,Sale,Completed,Transaction ID JO-2504-4359-41854 at Y Mall (Y Mall Dabouq) on 14/02/2025 16:34 was a Sale of 3.4 JOD with 0.25 JOD tax. Status: Completed.,2025,2,7,Friday,16,False,False
JO-2504-3495-47927,Z Mall,Z Mall Al Bayader,2025-02-14 16:22:00,0.56,7.49,Sale,Completed,Transaction ID JO-2504-3495-47927 at Z Mall (Z Mall Al Bayader) on 14/02/2025 16:22 was a Sale of 7.49 JOD with 0.56 JOD tax. Status: Completed.,2025,2,7,Friday,16,False,False
JO-2504-8222-50078,Y Mall,Y Mall Shmeisani,2025-02-14 16:17:00,1.35,18.31,Sale,Completed,Transaction ID JO-2504-8222-50078 at Y Mall (Y Mall Shmeisani) on 14/02/2025 16:17 was a Sale of 18.31 JOD with 1.35 JOD tax. Status: Completed.,2025,2,7,Friday,16,False,False
JO-2504-8974-64304,Z Mall,Z Mall Al Bayader,2025-02-14 15:58:00,0.69,9.3,Sale,Completed,Transaction ID JO-2504-8974-64304 at Z Mall (Z Mall Al Bayader) on 14/02/2025 15:58 was a Sale of 9.3 JOD with 0.69 JOD tax. Status: Completed.,2025,2,7,Friday,15,False,False
JO-2504-2599-62488,C Mall,C Mall Irbid,2025-02-14 15:38:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-2599-62488 at C Mall (C Mall Irbid) on 14/02/2025 15:38 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Friday,15,False,False
JO-2504-3264-71889,C Mall,C Mall Aqaba,2025-02-14 15:37:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-3264-71889 at C Mall (C Mall Aqaba) on 14/02/2025 15:37 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,15,False,False
JO-2504-9630-98982,Z Mall,Z Mall Gardens,2025-02-14 15:24:00,0.66,8.9,Sale,Completed,Transaction ID JO-2504-9630-98982 at Z Mall (Z Mall Gardens) on 14/02/2025 15:24 was a Sale of 8.9 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,15,False,False
JO-2504-5390-24047,Z Mall,Z Mall Al Bayader,2025-02-14 15:20:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-5390-24047 at Z Mall (Z Mall Al Bayader) on 14/02/2025 15:20 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,2,7,Friday,15,False,False
JO-2504-7394-74052,Z Mall,Z Mall Al Bayader,2025-02-14 15:18:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-7394-74052 at Z Mall (Z Mall Al Bayader) on 14/02/2025 15:18 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,15,False,False
JO-2504-9940-10750,Y Mall,Y Mall Tla'a Al-Ali,2025-02-14 15:15:00,0.49,6.58,Sale,Completed,Transaction ID JO-2504-9940-10750 at Y Mall (Y Mall Tla'a Al-Ali) on 14/02/2025 15:15 was a Sale of 6.58 JOD with 0.49 JOD tax. Status: Completed.,2025,2,7,Friday,15,False,False
JO-2504-3318-96915,Y Mall,Y Mall Shmeisani,2025-02-14 15:12:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-3318-96915 at Y Mall (Y Mall Shmeisani) on 14/02/2025 15:12 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,15,False,False
JO-2504-3586-24920,Y Mall,Y Mall Tla'a Al-Ali,2025-02-14 15:10:00,0.47,6.4,Sale,Completed,Transaction ID JO-2504-3586-24920 at Y Mall (Y Mall Tla'a Al-Ali) on 14/02/2025 15:10 was a Sale of 6.4 JOD with 0.47 JOD tax. Status: Completed.,2025,2,7,Friday,15,False,False
JO-2504-8400-77428,Y Mall,Y Mall Shmeisani,2025-02-14 15:05:00,1.81,24.49,Refund,Completed,Transaction ID JO-2504-8400-77428 at Y Mall (Y Mall Shmeisani) on 14/02/2025 15:05 was a Refund of 24.49 JOD with 1.81 JOD tax. Status: Completed.,2025,2,7,Friday,15,True,False
JO-2504-1286-33921,Z Mall,Z Mall Al Jubeiha,2025-02-14 15:01:00,0.48,6.55,Refund,Completed,Transaction ID JO-2504-1286-33921 at Z Mall (Z Mall Al Jubeiha) on 14/02/2025 15:01 was a Refund of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,2,7,Friday,15,True,False
JO-2504-9589-46197,C Mall,C Mall Amman,2025-02-14 15:00:00,1.07,14.51,Refund,Completed,Transaction ID JO-2504-9589-46197 at C Mall (C Mall Amman) on 14/02/2025 15:00 was a Refund of 14.51 JOD with 1.07 JOD tax. Status: Completed.,2025,2,7,Friday,15,True,False
JO-2504-1586-41724,Y Mall,Y Mall Shmeisani,2025-02-14 14:56:00,0.42,5.57,Sale,Completed,Transaction ID JO-2504-1586-41724 at Y Mall (Y Mall Shmeisani) on 14/02/2025 14:56 was a Sale of 5.57 JOD with 0.42 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-4795-25353,Z Mall,Z Mall Gardens,2025-02-14 14:53:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-4795-25353 at Z Mall (Z Mall Gardens) on 14/02/2025 14:53 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-9406-55708,C Mall,C Mall Amman,2025-02-14 14:50:00,0.72,9.75,Sale,Completed,Transaction ID JO-2504-9406-55708 at C Mall (C Mall Amman) on 14/02/2025 14:50 was a Sale of 9.75 JOD with 0.72 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-2567-55370,Z Mall,Z Mall Al Jubeiha,2025-02-14 14:47:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-2567-55370 at Z Mall (Z Mall Al Jubeiha) on 14/02/2025 14:47 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-5929-83210,C Mall,C Mall Irbid,2025-02-14 14:43:00,0.99,13.38,Sale,Completed,Transaction ID JO-2504-5929-83210 at C Mall (C Mall Irbid) on 14/02/2025 14:43 was a Sale of 13.38 JOD with 0.99 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-8878-95880,C Mall,C Mall Amman,2025-02-14 14:42:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8878-95880 at C Mall (C Mall Amman) on 14/02/2025 14:42 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-7840-15183,C Mall,C Mall Amman,2025-02-14 14:41:00,1.78,24.09,Sale,Completed,Transaction ID JO-2504-7840-15183 at C Mall (C Mall Amman) on 14/02/2025 14:41 was a Sale of 24.09 JOD with 1.78 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-3750-30240,C Mall,C Mall Amman,2025-02-14 14:31:00,0.41,5.56,Sale,Completed,Transaction ID JO-2504-3750-30240 at C Mall (C Mall Amman) on 14/02/2025 14:31 was a Sale of 5.56 JOD with 0.41 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-4264-61093,C Mall,C Mall Amman,2025-02-14 14:29:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-4264-61093 at C Mall (C Mall Amman) on 14/02/2025 14:29 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-1358-16737,Z Mall,Z Mall Gardens,2025-02-14 14:26:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-1358-16737 at Z Mall (Z Mall Gardens) on 14/02/2025 14:26 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-6357-11634,C Mall,C Mall Amman,2025-02-14 14:23:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-6357-11634 at C Mall (C Mall Amman) on 14/02/2025 14:23 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-2021-71854,Y Mall,Y Mall Shmeisani,2025-02-14 14:21:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-2021-71854 at Y Mall (Y Mall Shmeisani) on 14/02/2025 14:21 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-8301-94917,C Mall,C Mall Irbid,2025-02-14 14:20:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-8301-94917 at C Mall (C Mall Irbid) on 14/02/2025 14:20 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-8185-13245,Y Mall,Y Mall Dabouq,2025-02-14 14:13:00,0.84,11.34,Sale,Completed,Transaction ID JO-2504-8185-13245 at Y Mall (Y Mall Dabouq) on 14/02/2025 14:13 was a Sale of 11.34 JOD with 0.84 JOD tax. Status: Completed.,2025,2,7,Friday,14,False,False
JO-2504-8362-88108,Z Mall,Z Mall Gardens,2025-02-14 13:58:00,0.94,12.75,Sale,Completed,Transaction ID JO-2504-8362-88108 at Z Mall (Z Mall Gardens) on 14/02/2025 13:58 was a Sale of 12.75 JOD with 0.94 JOD tax. Status: Completed.,2025,2,7,Friday,13,False,False
JO-2504-6420-11737,C Mall,C Mall Irbid,2025-02-14 13:33:00,1.36,18.38,Sale,Completed,Transaction ID JO-2504-6420-11737 at C Mall (C Mall Irbid) on 14/02/2025 13:33 was a Sale of 18.38 JOD with 1.36 JOD tax. Status: Completed.,2025,2,7,Friday,13,False,False
JO-2504-2779-81383,C Mall,C Mall Aqaba,2025-02-14 13:27:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-2779-81383 at C Mall (C Mall Aqaba) on 14/02/2025 13:27 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,13,False,False
JO-2504-8913-70702,C Mall,C Mall Irbid,2025-02-14 13:22:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8913-70702 at C Mall (C Mall Irbid) on 14/02/2025 13:22 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Friday,13,False,False
JO-2504-9134-90233,C Mall,C Mall Amman,2025-02-14 13:21:00,0.34,4.54,Sale,Completed,Transaction ID JO-2504-9134-90233 at C Mall (C Mall Amman) on 14/02/2025 13:21 was a Sale of 4.54 JOD with 0.34 JOD tax. Status: Completed.,2025,2,7,Friday,13,False,False
JO-2504-6710-85117,Z Mall,Z Mall Gardens,2025-02-14 13:07:00,0.66,8.9,Sale,Completed,Transaction ID JO-2504-6710-85117 at Z Mall (Z Mall Gardens) on 14/02/2025 13:07 was a Sale of 8.9 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,13,False,False
JO-2504-5923-13257,Y Mall,Y Mall Dabouq,2025-02-14 13:05:00,0.16,2.16,Sale,Completed,Transaction ID JO-2504-5923-13257 at Y Mall (Y Mall Dabouq) on 14/02/2025 13:05 was a Sale of 2.16 JOD with 0.16 JOD tax. Status: Completed.,2025,2,7,Friday,13,False,False
JO-2504-4027-85980,Z Mall,Z Mall Al Jubeiha,2025-02-14 12:36:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-4027-85980 at Z Mall (Z Mall Al Jubeiha) on 14/02/2025 12:36 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,12,False,False
JO-2504-1813-75700,Z Mall,Z Mall Al Jubeiha,2025-02-14 12:22:00,0.5,6.8,Sale,Completed,Transaction ID JO-2504-1813-75700 at Z Mall (Z Mall Al Jubeiha) on 14/02/2025 12:22 was a Sale of 6.8 JOD with 0.5 JOD tax. Status: Completed.,2025,2,7,Friday,12,False,False
JO-2504-1438-73465,Y Mall,Y Mall Shmeisani,2025-02-14 12:19:00,0.36,4.88,Sale,Completed,Transaction ID JO-2504-1438-73465 at Y Mall (Y Mall Shmeisani) on 14/02/2025 12:19 was a Sale of 4.88 JOD with 0.36 JOD tax. Status: Completed.,2025,2,7,Friday,12,False,False
JO-2504-3395-84082,Y Mall,Y Mall Dabouq,2025-02-14 12:16:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-3395-84082 at Y Mall (Y Mall Dabouq) on 14/02/2025 12:16 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,12,False,False
JO-2504-9058-10286,C Mall,C Mall Amman,2025-02-14 12:09:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-9058-10286 at C Mall (C Mall Amman) on 14/02/2025 12:09 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Friday,12,False,False
JO-2504-4215-75277,Y Mall,Y Mall Tla'a Al-Ali,2025-02-14 12:08:00,0.6,8.11,Sale,Completed,Transaction ID JO-2504-4215-75277 at Y Mall (Y Mall Tla'a Al-Ali) on 14/02/2025 12:08 was a Sale of 8.11 JOD with 0.6 JOD tax. Status: Completed.,2025,2,7,Friday,12,False,False
JO-2504-7457-28704,Z Mall,Z Mall Gardens,2025-02-14 12:07:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-7457-28704 at Z Mall (Z Mall Gardens) on 14/02/2025 12:07 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Friday,12,False,False
JO-2504-6392-62925,Y Mall,Y Mall Shmeisani,2025-02-14 11:25:00,0.41,5.45,Sale,Completed,Transaction ID JO-2504-6392-62925 at Y Mall (Y Mall Shmeisani) on 14/02/2025 11:25 was a Sale of 5.45 JOD with 0.41 JOD tax. Status: Completed.,2025,2,7,Friday,11,False,False
JO-2504-2988-84087,Z Mall,Z Mall Al Jubeiha,2025-02-14 11:14:00,0.66,8.9,Sale,Completed,Transaction ID JO-2504-2988-84087 at Z Mall (Z Mall Al Jubeiha) on 14/02/2025 11:14 was a Sale of 8.9 JOD with 0.66 JOD tax. Status: Completed.,2025,2,7,Friday,11,False,False
JO-2504-8258-54031,Z Mall,Z Mall Al Jubeiha,2025-02-14 10:56:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8258-54031 at Z Mall (Z Mall Al Jubeiha) on 14/02/2025 10:56 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Friday,10,False,False
JO-2504-7499-43916,C Mall,C Mall Aqaba,2025-02-14 10:55:00,1.41,19.05,Sale,Completed,Transaction ID JO-2504-7499-43916 at C Mall (C Mall Aqaba) on 14/02/2025 10:55 was a Sale of 19.05 JOD with 1.41 JOD tax. Status: Completed.,2025,2,7,Friday,10,False,False
JO-2504-2622-68382,C Mall,C Mall Aqaba,2025-02-13 18:33:00,0.72,9.82,Sale,Completed,Transaction ID JO-2504-2622-68382 at C Mall (C Mall Aqaba) on 13/02/2025 18:33 was a Sale of 9.82 JOD with 0.72 JOD tax. Status: Completed.,2025,2,7,Thursday,18,False,False
JO-2504-1518-53542,Y Mall,Y Mall Shmeisani,2025-02-13 18:23:00,0.51,6.92,Sale,Completed,Transaction ID JO-2504-1518-53542 at Y Mall (Y Mall Shmeisani) on 13/02/2025 18:23 was a Sale of 6.92 JOD with 0.51 JOD tax. Status: Completed.,2025,2,7,Thursday,18,False,False
JO-2504-1286-59974,C Mall,C Mall Amman,2025-02-13 18:21:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-1286-59974 at C Mall (C Mall Amman) on 13/02/2025 18:21 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,2,7,Thursday,18,False,False
JO-2504-3302-80235,Z Mall,Z Mall Gardens,2025-02-13 18:18:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-3302-80235 at Z Mall (Z Mall Gardens) on 13/02/2025 18:18 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,2,7,Thursday,18,False,False
JO-2504-6483-70827,Z Mall,Z Mall Gardens,2025-02-13 17:42:00,0.11,1.58,Sale,Completed,Transaction ID JO-2504-6483-70827 at Z Mall (Z Mall Gardens) on 13/02/2025 17:42 was a Sale of 1.58 JOD with 0.11 JOD tax. Status: Completed.,2025,2,7,Thursday,17,False,False
JO-2504-2245-11639,Z Mall,Z Mall Gardens,2025-02-13 17:22:00,0.05,0.68,Sale,Completed,Transaction ID JO-2504-2245-11639 at Z Mall (Z Mall Gardens) on 13/02/2025 17:22 was a Sale of 0.68 JOD with 0.05 JOD tax. Status: Completed.,2025,2,7,Thursday,17,False,False
JO-2504-3151-98110,C Mall,C Mall Aqaba,2025-02-13 17:21:00,0.54,7.26,Sale,Completed,Transaction ID JO-2504-3151-98110 at C Mall (C Mall Aqaba) on 13/02/2025 17:21 was a Sale of 7.26 JOD with 0.54 JOD tax. Status: Completed.,2025,2,7,Thursday,17,False,False
